  -1.9634990e-03	  -4.8851980e-03	
  -1.9634990e-03	  -4.6409380e-03	
  -1.9634990e-03	  -3.7860280e-03	
  -1.9634990e-03	  -3.9081580e-03	
  -1.9634990e-03	  -4.6409380e-03	
  -1.9634990e-03	  -2.8089890e-03	
  -1.9634990e-03	  -5.0073280e-03	
  -1.9634990e-03	  -3.6638980e-03	
  -1.9634990e-03	  -2.1983390e-03	
  -1.9634990e-03	  -4.3966780e-03	
  -9.8175180e-04	  -3.0532490e-03	
  -9.8175180e-04	  -2.9311190e-03	
   9.8174360e-04	  -4.2745480e-03	
   1.4726170e-03	  -4.2745480e-03	
   2.4543650e-03	  -2.6868590e-03	
   2.9452390e-03	  -2.1983390e-03	
   3.4361130e-03	  -4.5188080e-03	
   3.4361130e-03	  -1.9540790e-03	
   3.9269870e-03	  -3.4196390e-03	
   3.9269870e-03	  -2.4425990e-04	
   9.8174380e-04	   4.1524180e-03	
  -4.9087780e-04	   5.4958480e-03	
  -1.9634990e-03	   6.1064970e-03	
  -3.9269950e-03	   9.0376160e-03	
  -5.3996160e-03	   9.1597460e-03	
  -7.3631120e-03	   1.5632630e-02	
  -9.3266070e-03	   1.6121150e-02	
  -9.8174810e-03	   1.9662920e-02	
  -1.0308360e-02	   1.7220320e-02	
  -1.1290100e-02	   1.7586710e-02	
  -1.1290100e-02	   1.4167070e-02	
  -1.0799230e-02	   1.2579380e-02	
  -8.8357340e-03	   9.7703950e-03	
  -7.3631120e-03	   7.9384460e-03	
  -5.3996170e-03	   2.9311190e-03	
  -3.4361210e-03	  -9.7703960e-04	
  -4.5272310e-09	  -7.6941870e-03	
   2.9452380e-03	  -1.6487540e-02	
   4.4178600e-03	  -2.1983390e-02	
   5.3996080e-03	  -2.5647290e-02	
   6.3813550e-03	  -2.8212020e-02	
   6.8722290e-03	  -3.1875920e-02	
   8.3448510e-03	  -3.8959450e-02	
   8.8357250e-03	  -3.9936490e-02	
   9.3266000e-03	  -4.4699560e-02	
   9.3266000e-03	  -4.5310210e-02	
   9.8174740e-03	  -4.5798730e-02	
   8.8357250e-03	  -4.5920860e-02	
   6.3813560e-03	  -4.1890570e-02	
   5.3996080e-03	  -3.9814360e-02	
   3.9269860e-03	  -3.7616020e-02	
  -2.4543740e-03	  -2.6257940e-02	
  -4.9087430e-03	  -2.4914510e-02	
  -8.3448600e-03	  -1.7342450e-02	
  -9.3266080e-03	  -1.5876890e-02	
  -1.1290100e-02	  -1.0747440e-02	
  -1.1780980e-02	  -1.0747440e-02	
  -1.1290100e-02	  -8.5490960e-03	
  -1.0308360e-02	  -1.0747440e-02	
  -9.3266080e-03	  -1.0136790e-02	
  -8.3448600e-03	  -1.3678550e-02	
  -7.3631120e-03	  -1.4899850e-02	
  -6.3813650e-03	  -1.5144110e-02	
  -4.4178690e-03	  -2.1983390e-02	
  -2.4543740e-03	  -2.8578410e-02	
  -4.9087850e-04	  -3.4318510e-02	
   4.9086920e-04	  -3.6028330e-02	
   1.9634910e-03	  -4.3966780e-02	
   2.4543650e-03	  -4.7997070e-02	
   1.4726170e-03	  -5.4592080e-02	
   9.8174320e-04	  -5.9477280e-02	
  -9.8175220e-04	  -6.6682950e-02	
  -1.9635000e-03	  -6.6682950e-02	
  -2.9452480e-03	  -7.0102590e-02	
  -3.4361210e-03	  -7.3766480e-02	
  -4.4178690e-03	  -8.0850030e-02	
  -4.9087430e-03	  -8.6712260e-02	
  -3.9269960e-03	  -9.6971180e-02	
  -2.9452480e-03	  -1.0185640e-01	
  -1.9635000e-03	  -1.0613090e-01	
   4.9086890e-04	  -1.1370300e-01	
   2.4543640e-03	  -1.2274060e-01	
   4.4178590e-03	  -1.3019050e-01	
   8.8357250e-03	  -1.4081580e-01	
   1.1290090e-02	  -1.4643380e-01	
   1.3253590e-02	  -1.5205180e-01	
   1.5217080e-02	  -1.5742550e-01	
   1.6689710e-02	  -1.6182220e-01	
   1.7671450e-02	  -1.6463120e-01	
   1.8162330e-02	  -1.6853930e-01	
   1.7671450e-02	  -1.7000490e-01	
   1.6689710e-02	  -1.7122620e-01	
   1.5217090e-02	  -1.7208110e-01	
   1.4235340e-02	  -1.7208110e-01	
   1.2762720e-02	  -1.7073770e-01	
   1.1290090e-02	  -1.6963850e-01	
   1.0308350e-02	  -1.6939420e-01	
   8.3448510e-03	  -1.6695160e-01	
   6.8722300e-03	  -1.6536400e-01	
   5.3996080e-03	  -1.6121150e-01	
   3.9269860e-03	  -1.5937960e-01	
  -9.8175230e-04	  -1.4899850e-01	
  -3.9269950e-03	  -1.4411330e-01	
  -5.8904900e-03	  -1.3690770e-01	
  -6.8722380e-03	  -1.3556420e-01	
  -7.3631120e-03	  -1.3202250e-01	
  -7.8539860e-03	  -1.2945770e-01	
  -7.3631120e-03	  -1.3116760e-01	
  -5.8904900e-03	  -1.3128970e-01	
  -3.9269950e-03	  -1.2982410e-01	
  -1.9634990e-03	  -1.3080120e-01	
  -3.8287390e-09	  -1.3190030e-01	
   2.4543650e-03	  -1.3409870e-01	
   4.4178610e-03	  -1.3519780e-01	
   6.3813560e-03	  -1.3837320e-01	
   7.8539770e-03	  -1.4008300e-01	
   9.8174730e-03	  -1.4228140e-01	
   1.0799220e-02	  -1.4386910e-01	
   1.1290090e-02	  -1.4435760e-01	
   1.1290090e-02	  -1.4496820e-01	
   1.1290090e-02	  -1.4570100e-01	
   1.1290090e-02	  -1.4509040e-01	
   1.1290090e-02	  -1.4606740e-01	
   1.1290090e-02	  -1.4338060e-01	
   1.0799220e-02	  -1.4203710e-01	
   9.8174730e-03	  -1.3947240e-01	
   7.3631030e-03	  -1.3605280e-01	
   3.9269860e-03	  -1.2909140e-01	
   1.4726170e-03	  -1.2689300e-01	
  -2.9452480e-03	  -1.1858820e-01	
  -4.9087430e-03	  -1.1980950e-01	
  -7.8539870e-03	  -1.1919880e-01	
  -8.8357350e-03	  -1.0808500e-01	
  -9.3266090e-03	  -1.0417680e-01	
  -9.3266090e-03	  -1.0002440e-01	
  -7.3631130e-03	  -1.0039080e-01	
  -4.4178700e-03	  -9.8681000e-02	
  -2.9452490e-03	  -1.0100150e-01	
  -1.4726270e-03	  -1.0381050e-01	
   3.4361110e-03	  -1.0625310e-01	
   5.8904800e-03	  -1.0686370e-01	
   7.3631020e-03	  -1.0747430e-01	
   8.3448500e-03	  -1.0784070e-01	
   8.8357240e-03	  -1.0808500e-01	
   9.8174720e-03	  -1.1162680e-01	
   1.0799220e-02	  -1.1907670e-01	
   1.0799220e-02	  -1.1834390e-01	
   1.0308350e-02	  -1.1907670e-01	
   9.8174720e-03	  -1.2005370e-01	
   9.3265980e-03	  -1.2054230e-01	
   8.8357240e-03	  -1.2066440e-01	
   7.3631020e-03	  -1.1504640e-01	
   3.9269850e-03	  -1.0100150e-01	
   4.9086810e-04	  -9.3673670e-02	
  -3.4361230e-03	  -8.3170500e-02	
  -6.8722400e-03	  -7.6331210e-02	
  -6.8722400e-03	  -7.4987780e-02	
  -6.8722400e-03	  -7.3522230e-02	
  -5.8904920e-03	  -6.7171470e-02	
  -4.4178700e-03	  -6.4118220e-02	
  -3.4361230e-03	  -6.3751830e-02	
  -1.9635010e-03	  -6.1797750e-02	
  -4.9087950e-04	  -6.1187100e-02	
   2.9452370e-03	  -5.7401080e-02	
   3.9269850e-03	  -5.6301910e-02	
   5.3996070e-03	  -5.7278950e-02	
   5.8904810e-03	  -5.6546170e-02	
   6.3813550e-03	  -5.5202740e-02	
   5.8904810e-03	  -5.2515880e-02	
   1.4726160e-03	  -4.2623350e-02	
  -9.8175320e-04	  -3.6761110e-02	
  -1.9635010e-03	  -3.4807030e-02	
  -2.9452490e-03	  -3.0043970e-02	
  -6.3813650e-03	  -2.5403030e-02	
  -7.3631130e-03	  -2.3326820e-02	
  -7.8539870e-03	  -2.1372740e-02	
  -8.8357350e-03	  -1.8441620e-02	
  -8.3448610e-03	  -1.7464580e-02	
  -8.3448610e-03	  -1.7220320e-02	
  -7.3631130e-03	  -1.6976060e-02	
  -6.3813650e-03	  -1.8319490e-02	
  -5.3996170e-03	  -1.9662920e-02	
  -2.9452480e-03	  -2.1128480e-02	
  -1.4726270e-03	  -2.3326820e-02	
  -5.1416530e-09	  -2.3937470e-02	
   1.4726160e-03	  -2.7234980e-02	
   2.9452380e-03	  -2.7723500e-02	
   2.9452380e-03	  -3.0898880e-02	
   2.4543640e-03	  -3.3341470e-02	
